CONTROLN,STATE,GENDER,HV1 - Median Home Value in hundreds,IC1 - Median Household Income in hundreds,IC4,HVP1,IC5,POBC1,POBC2,IC2,IC3,AVGGIFT,TCODE,DOB,DOMAIN,TARGET_D,Described DOMAIN,,Gender,
35906,FL,F,683,284,368,2,12396,4,32,325,313,"15,33333333",#N/A,#N/A,#N/A,#N/A,#N/A,,,
4513,MI,N,630,355,437,0,15914,3,75,396,395,13,#N/A,#N/A,#N/A,#N/A,#N/A,,,
14272,AR,F,389,207,286,0,9933,1,69,234,253,"12,66666667",#N/A,#N/A,#N/A,#N/A,#N/A,,,
1779,AR,N,417,131,282,0,6858,6,42,199,200,13,#N/A,#N/A,#N/A,#N/A,#N/A,,,
180512,WA,N,731,304,382,1,13513,4,53,355,349,"6,578947368",#N/A,#N/A,#N/A,#N/A,#N/A,,,
41065,NV,F,1569,673,781,22,25775,3,44,672,785,"12,5",#N/A,#N/A,#N/A,#N/A,#N/A,,,
111949,AR,F,335,166,239,0,8297,0,76,207,207,"4,606060606",#N/A,#N/A,#N/A,#N/A,#N/A,,,
35043,FL,N,1357,521,587,26,20642,4,30,534,571,13,#N/A,#N/A,#N/A,#N/A,#N/A,,,
86311,SD,N,530,309,375,0,11438,1,80,375,276,"5,5",#N/A,#N/A,#N/A,#N/A,#N/A,,,
182293,WA,N,883,294,363,6,13642,2,66,315,355,"14,25",#N/A,#N/A,#N/A,#N/A,#N/A,,,
179023,WA,N,982,318,384,0,12744,5,61,388,341,20,#N/A,#N/A,#N/A,#N/A,#N/A,,,
65481,MI,N,663,432,534,0,16668,5,64,501,483,15,#N/A,#N/A,#N/A,#N/A,#N/A,,,
21144,NC,N,827,240,319,8,12413,1,60,275,297,"6,3125",#N/A,#N/A,#N/A,#N/A,#N/A,,,
9390,MI,F,266,146,211,0,7863,16,72,167,217,"8,09375",#N/A,#N/A,#N/A,#N/A,#N/A,,,
157973,CA,N,1967,371,436,45,24029,8,15,409,403,"10,5",#N/A,#N/A,#N/A,#N/A,#N/A,,,
176890,OR,F,470,305,355,1,11035,6,45,339,318,"5,625",#N/A,#N/A,#N/A,#N/A,#N/A,,,
65181,MI,N,626,356,440,2,16309,2,83,388,392,"9,8",#N/A,#N/A,#N/A,#N/A,#N/A,,,
181083,WA,N,1521,412,543,33,19703,3,64,422,497,"8,571428571",#N/A,#N/A,#N/A,#N/A,#N/A,,,
175951,OR,F,584,282,347,0,13789,7,51,314,318,"10,4",#N/A,#N/A,#N/A,#N/A,#N/A,,,
20966,NC,F,588,257,318,0,10225,2,56,288,285,19,#N/A,#N/A,#N/A,#N/A,#N/A,,,
91779,IL,F,1063,294,434,0,18383,5,79,360,354,20,#N/A,#N/A,#N/A,#N/A,#N/A,,,
98099,IL,F,588,272,387,2,13570,1,85,345,331,"13,33333333",#N/A,#N/A,#N/A,#N/A,#N/A,,,
32485,FL,F,663,293,340,3,12675,3,24,315,305,"11,66666667",#N/A,#N/A,#N/A,#N/A,#N/A,,,
111284,AR,F,582,292,340,0,10930,1,61,308,323,"4,272727273",#N/A,#N/A,#N/A,#N/A,#N/A,,,
15651,NC,F,1497,581,762,21,30594,1,76,678,667,"6,928571429",#N/A,#N/A,#N/A,#N/A,#N/A,,,
96220,IL,F,281,280,342,0,10874,0,83,314,274,"7,714285714",#N/A,#N/A,#N/A,#N/A,#N/A,,,
73221,MI,N,784,289,400,2,12840,5,67,378,332,11,#N/A,#N/A,#N/A,#N/A,#N/A,,,
170143,CA,F,1722,404,433,39,13454,13,59,420,411,"4,571428571",#N/A,#N/A,#N/A,#N/A,#N/A,,,
43884,FL,N,645,226,284,1,13007,6,7,249,257,"5,285714286",#N/A,#N/A,#N/A,#N/A,#N/A,,,
61338,IN,N,544,330,433,0,14398,5,68,403,360,"5,133333333",#N/A,#N/A,#N/A,#N/A,#N/A,,,
82636,MN,F,896,291,438,6,17357,2,70,335,340,"8,6",#N/A,#N/A,#N/A,#N/A,#N/A,,,
190730,NV,N,398,248,337,0,11618,3,39,303,292,"8,45",#N/A,#N/A,#N/A,#N/A,#N/A,,,
121071,TX,F,900,273,455,3,19298,15,43,337,336,"13,6",#N/A,#N/A,#N/A,#N/A,#N/A,,,
94386,IL,N,1421,435,662,24,18555,6,81,604,534,"5,714285714",#N/A,#N/A,#N/A,#N/A,#N/A,,,
31094,GA,F,405,166,254,0,7997,1,81,208,215,"6,666666667",#N/A,#N/A,#N/A,#N/A,#N/A,,,
58463,KY,N,297,176,187,0,5972,0,72,178,185,21,#N/A,#N/A,#N/A,#N/A,#N/A,,,
160716,KS,F,317,231,249,0,17155,3,64,249,241,"4,885769231",#N/A,#N/A,#N/A,#N/A,#N/A,,,
156414,CA,F,2184,351,419,67,16480,25,38,376,394,"12,5",#N/A,#N/A,#N/A,#N/A,#N/A,,,
137592,Arizona,N,0,0,0,0,0,0,0,0,0,"17,5",#N/A,#N/A,#N/A,#N/A,#N/A,,,
130840,CO,N,1848,643,765,40,27612,3,24,688,705,"8,35",#N/A,#N/A,#N/A,#N/A,#N/A,,,
133176,ID,N,2111,320,550,53,28034,4,26,408,444,"16,5",#N/A,#N/A,#N/A,#N/A,#N/A,,,
164044,CA,N,5795,1329,1204,99,57002,17,36,1326,1201,"11,66666667",#N/A,#N/A,#N/A,#N/A,#N/A,,,
190746,AL,N,710,402,457,0,14119,3,50,429,433,"10,71428571",#N/A,#N/A,#N/A,#N/A,#N/A,,,
52116,NC,F,680,236,318,2,11568,3,60,279,277,"9,269230769",#N/A,#N/A,#N/A,#N/A,#N/A,,,
42913,FL,N,950,357,469,3,18756,5,16,449,420,"7,2",#N/A,#N/A,#N/A,#N/A,#N/A,,,
124143,TX,N,846,538,602,0,18861,1,73,541,595,"5,181818182",#N/A,#N/A,#N/A,#N/A,#N/A,,,
47385,AL,N,2432,1273,1105,64,55765,0,62,1332,1057,15,#N/A,#N/A,#N/A,#N/A,#N/A,,,
92312,IL,F,3573,1245,1179,98,83519,15,70,1474,1065,"10,33333333",#N/A,#N/A,#N/A,#N/A,#N/A,,,
114208,OK,N,393,195,221,0,10232,1,65,212,222,"15,55555556",#N/A,#N/A,#N/A,#N/A,#N/A,,,
127744,TX,N,600,420,479,0,17725,0,77,461,467,"8,727272727",#N/A,#N/A,#N/A,#N/A,#N/A,,,
86696,ND,F,469,293,398,0,13446,0,79,354,331,"19,28571429",#N/A,#N/A,#N/A,#N/A,#N/A,,,
177131,OR,F,605,223,323,0,12224,3,47,326,283,"12,25",#N/A,#N/A,#N/A,#N/A,#N/A,,,
42689,FL,F,711,267,363,0,15229,12,7,305,307,"3,857142857",#N/A,#N/A,#N/A,#N/A,#N/A,,,
7879,CA,F,1072,284,427,6,14572,14,63,306,378,"17,85714286",#N/A,#N/A,#N/A,#N/A,#N/A,,,
13089,MI,F,782,462,504,1,15816,0,89,475,498,"20,18181818",#N/A,#N/A,#N/A,#N/A,#N/A,,,
98085,IL,N,464,225,364,0,12445,0,84,291,277,"10,2",#N/A,#N/A,#N/A,#N/A,#N/A,,,
5614,CA,N,1803,281,492,20,24681,13,13,418,364,"13,71428571",#N/A,#N/A,#N/A,#N/A,#N/A,,,
122198,TX,F,1329,685,743,1,21941,13,38,727,689,"6,2",#N/A,#N/A,#N/A,#N/A,#N/A,,,
131537,AL,F,408,215,286,1,9667,0,87,253,259,"8,444444444",#N/A,#N/A,#N/A,#N/A,#N/A,,,
171609,CA,F,1537,495,544,19,17689,13,58,509,528,13,#N/A,#N/A,#N/A,#N/A,#N/A,,,
47914,AL,F,488,300,311,0,10516,0,82,314,282,"4,714285714",#N/A,#N/A,#N/A,#N/A,#N/A,,,
25226,SC,N,799,429,467,0,15469,0,70,445,421,"9,125",#N/A,#N/A,#N/A,#N/A,#N/A,,,
158567,CA,N,1722,324,408,13,15603,10,62,406,365,"6,071428571",#N/A,#N/A,#N/A,#N/A,#N/A,,,
103535,MO,F,365,215,296,0,9330,0,70,249,269,"13,33333333",#N/A,#N/A,#N/A,#N/A,#N/A,,,
13394,IL,F,1204,444,557,5,18966,7,72,514,491,"7,4",#N/A,#N/A,#N/A,#N/A,#N/A,,,
45870,FL,N,518,184,264,0,11126,7,12,213,228,"9,333333333",#N/A,#N/A,#N/A,#N/A,#N/A,,,
169703,CA,F,2486,475,543,73,26926,7,71,508,516,"3,491935484",#N/A,#N/A,#N/A,#N/A,#N/A,,,
147484,CA,N,5439,984,1004,98,42403,18,45,1029,961,"12,22222222",#N/A,#N/A,#N/A,#N/A,#N/A,,,
151907,CA,F,3477,424,629,90,27103,14,37,601,528,"5,4",#N/A,#N/A,#N/A,#N/A,#N/A,,,
152283,CA,F,2813,313,474,81,23850,10,12,366,388,10,#N/A,#N/A,#N/A,#N/A,#N/A,,,
146742,CA,N,3909,870,901,98,34835,16,45,886,878,"11,28571429",#N/A,#N/A,#N/A,#N/A,#N/A,,,
68240,MI,N,237,255,274,0,12378,3,58,250,274,"12,84615385",#N/A,#N/A,#N/A,#N/A,#N/A,,,
24975,SC,F,545,302,338,1,12022,0,80,316,324,15,#N/A,#N/A,#N/A,#N/A,#N/A,,,
25027,SC,N,482,239,335,1,11149,0,81,282,287,"5,071428571",#N/A,#N/A,#N/A,#N/A,#N/A,,,
184269,WA,N,506,274,356,0,12932,11,37,320,310,10,#N/A,#N/A,#N/A,#N/A,#N/A,,,
187915,NJ,F,1344,436,472,7,14568,4,75,468,439,"3,931538461",#N/A,#N/A,#N/A,#N/A,#N/A,,,
16972,NC,N,621,267,352,0,11523,1,81,328,300,"10,5875",#N/A,#N/A,#N/A,#N/A,#N/A,,,
126469,TX,N,564,199,288,1,10369,7,73,207,274,"8,730769231",#N/A,#N/A,#N/A,#N/A,#N/A,,,
42548,FL,F,398,193,210,0,6768,8,42,207,195,"8,769230769",#N/A,#N/A,#N/A,#N/A,#N/A,,,
72416,MI,N,667,333,395,0,12506,4,68,380,345,"6,722222222",#N/A,#N/A,#N/A,#N/A,#N/A,,,
118163,TX,N,948,545,684,1,20038,8,54,604,655,5,#N/A,#N/A,#N/A,#N/A,#N/A,,,
174833,OR,F,953,319,455,1,15729,3,45,379,387,"13,2",#N/A,#N/A,#N/A,#N/A,#N/A,,,
19623,NC,F,1070,384,476,24,17806,1,67,420,435,"6,533333333",#N/A,#N/A,#N/A,#N/A,#N/A,,,
159506,CA,N,1029,415,413,5,17789,2,64,401,408,"5,133333333",#N/A,#N/A,#N/A,#N/A,#N/A,,,
153743,CA,N,1325,381,464,4,19380,18,38,458,403,"16,35294118",#N/A,#N/A,#N/A,#N/A,#N/A,,,
100447,MO,F,806,357,441,0,14575,4,81,393,386,4,#N/A,#N/A,#N/A,#N/A,#N/A,,,
126403,TX,F,339,158,207,0,5445,27,58,161,212,"8,25",#N/A,#N/A,#N/A,#N/A,#N/A,,,
77695,WI,N,1040,492,569,5,18196,2,79,505,549,15,#N/A,#N/A,#N/A,#N/A,#N/A,,,
18266,NC,N,487,273,314,0,13272,1,76,308,275,5,#N/A,#N/A,#N/A,#N/A,#N/A,,,
80893,WI,N,498,278,390,0,13894,0,87,348,357,"8,333333333",#N/A,#N/A,#N/A,#N/A,#N/A,,,
169553,CA,F,942,204,304,6,10323,14,58,254,306,"5,611111111",#N/A,#N/A,#N/A,#N/A,#N/A,,,
30450,GA,F,1156,420,655,5,22639,1,56,617,541,31,#N/A,#N/A,#N/A,#N/A,#N/A,,,
98220,IL,N,331,195,314,0,11368,0,72,288,255,"7,5",#N/A,#N/A,#N/A,#N/A,#N/A,,,
134833,UT,N,498,139,299,0,7461,8,70,229,246,"5,5",#N/A,#N/A,#N/A,#N/A,#N/A,,,
179014,WA,F,904,296,407,2,17248,3,46,372,330,"13,6",#N/A,#N/A,#N/A,#N/A,#N/A,,,
77023,IA,N,324,146,202,0,8170,11,47,192,186,"12,5",#N/A,#N/A,#N/A,#N/A,#N/A,,,
10028,CA,N,1771,314,341,13,17567,9,45,335,322,"11,1875",#N/A,#N/A,#N/A,#N/A,#N/A,,,
20522,NC,N,1203,462,543,10,17989,1,51,473,497,15,#N/A,#N/A,#N/A,#N/A,#N/A,,,
82065,MN,N,737,506,469,0,13295,0,83,504,472,"8,454545455",#N/A,#N/A,#N/A,#N/A,#N/A,,,
20769,NC,N,504,191,287,1,9564,0,81,228,246,5,#N/A,#N/A,#N/A,#N/A,#N/A,,,
160970,CA,N,931,307,343,2,12060,8,50,318,332,"5,090909091",#N/A,#N/A,#N/A,#N/A,#N/A,,,
174609,OR,F,819,259,367,2,13539,1,41,275,331,"7,538461539",#N/A,#N/A,#N/A,#N/A,#N/A,,,
127166,TX,N,1490,612,818,25,38526,7,56,645,733,"18,47826087",#N/A,#N/A,#N/A,#N/A,#N/A,,,
155967,CA,F,2521,412,516,63,13961,38,45,424,512,"5,555555556",#N/A,#N/A,#N/A,#N/A,#N/A,,,
14790,CA,N,4068,753,872,99,31920,20,37,821,748,"6,4",#N/A,#N/A,#N/A,#N/A,#N/A,,,
20583,NC,F,810,441,503,1,17642,2,56,457,489,"8,133333333",#N/A,#N/A,#N/A,#N/A,#N/A,,,
185934,CA,F,1364,244,308,15,6939,50,43,255,296,"18,75",#N/A,#N/A,#N/A,#N/A,#N/A,,,
109449,LA,F,456,238,317,0,10293,1,67,263,281,11,#N/A,#N/A,#N/A,#N/A,#N/A,,,
64115,IN,N,501,359,445,0,16856,0,65,407,385,"7,5",#N/A,#N/A,#N/A,#N/A,#N/A,,,
154202,CA,F,810,180,264,2,12413,15,32,214,217,"12,83333333",#N/A,#N/A,#N/A,#N/A,#N/A,,,
153001,CA,N,1960,265,469,46,17243,10,33,321,362,"6,3",#N/A,#N/A,#N/A,#N/A,#N/A,,,
154216,CA,F,770,213,313,3,11794,10,45,264,276,"4,714285714",#N/A,#N/A,#N/A,#N/A,#N/A,,,
174976,OR,F,619,244,324,1,13392,1,53,271,300,"12,25",#N/A,#N/A,#N/A,#N/A,#N/A,,,
140547,NM,N,544,259,341,1,11638,2,44,305,322,20,#N/A,#N/A,#N/A,#N/A,#N/A,,,
169371,CA,F,1436,308,372,16,11970,7,66,347,338,25,#N/A,#N/A,#N/A,#N/A,#N/A,,,
167100,CA,N,3223,487,597,89,22177,9,59,516,568,"6,444444444",#N/A,#N/A,#N/A,#N/A,#N/A,,,
157295,CA,N,5500,365,614,99,31227,8,50,424,456,"11,53846154",#N/A,#N/A,#N/A,#N/A,#N/A,,,
19020,NC,F,1588,450,511,35,18048,0,61,471,478,"16,2",#N/A,#N/A,#N/A,#N/A,#N/A,,,
105325,KS,F,227,202,251,0,8250,0,72,241,220,"2,445945946",#N/A,#N/A,#N/A,#N/A,#N/A,,,
30117,GA,N,679,350,402,0,11290,0,87,374,377,13,#N/A,#N/A,#N/A,#N/A,#N/A,,,
121798,TX,N,612,508,547,0,23219,18,51,510,551,"12,33333333",#N/A,#N/A,#N/A,#N/A,#N/A,,,
86322,SD,F,213,222,329,1,12227,1,57,273,283,"5,125",#N/A,#N/A,#N/A,#N/A,#N/A,,,
56886,KY,N,1111,506,636,2,21181,4,52,591,552,"6,636363636",#N/A,#N/A,#N/A,#N/A,#N/A,,,
177613,OR,N,803,222,326,4,11846,3,36,240,311,"19,23076923",#N/A,#N/A,#N/A,#N/A,#N/A,,,
43492,FL,F,665,240,312,2,11939,1,26,264,273,7,#N/A,#N/A,#N/A,#N/A,#N/A,,,
931,OR,N,646,239,328,1,10757,6,58,249,305,"5,1",#N/A,#N/A,#N/A,#N/A,#N/A,,,
19510,NC,N,2441,579,866,67,46160,2,54,740,697,11,#N/A,#N/A,#N/A,#N/A,#N/A,,,
38165,CA,F,1985,414,490,48,17181,12,38,446,467,"10,36363636",#N/A,#N/A,#N/A,#N/A,#N/A,,,
171879,CA,F,1016,235,303,1,12496,6,66,246,278,20,#N/A,#N/A,#N/A,#N/A,#N/A,,,
135248,Arizona,N,596,308,361,0,11474,2,42,316,345,"11,81818182",#N/A,#N/A,#N/A,#N/A,#N/A,,,
187171,Arizona,N,851,299,387,0,19138,9,10,363,330,15,#N/A,#N/A,#N/A,#N/A,#N/A,,,
77915,WI,N,477,278,375,0,11950,7,66,321,303,"8,571428571",#N/A,#N/A,#N/A,#N/A,#N/A,,,
64419,IN,N,725,305,360,1,13264,2,77,309,349,"10,22222222",#N/A,#N/A,#N/A,#N/A,#N/A,,,
51185,TN,N,457,186,292,0,10259,0,78,242,237,"9,333333333",#N/A,#N/A,#N/A,#N/A,#N/A,,,
79116,WI,F,377,311,375,0,10276,4,49,363,320,5,#N/A,#N/A,#N/A,#N/A,#N/A,,,
68951,MI,N,1223,575,704,8,27751,4,68,644,638,25,#N/A,#N/A,#N/A,#N/A,#N/A,,,
50570,TN,N,308,182,269,0,9150,0,76,220,231,10,#N/A,#N/A,#N/A,#N/A,#N/A,,,
90775,IL,N,1097,312,473,3,16896,10,79,463,371,"10,71428571",#N/A,#N/A,#N/A,#N/A,#N/A,,,
186375,OR,N,1060,340,500,11,19213,5,32,425,422,15,#N/A,#N/A,#N/A,#N/A,#N/A,,,
90765,IL,F,870,356,420,0,17028,20,64,405,361,"26,66666667",#N/A,#N/A,#N/A,#N/A,#N/A,,,
76128,IA,N,543,271,387,0,12961,2,83,349,339,"4,964285714",#N/A,#N/A,#N/A,#N/A,#N/A,,,
28082,GA,N,1063,477,558,7,18253,2,65,529,526,15,#N/A,#N/A,#N/A,#N/A,#N/A,,,
47869,AL,F,402,186,287,0,10573,1,71,240,230,"37,2",#N/A,#N/A,#N/A,#N/A,#N/A,,,
176740,OR,N,770,228,318,3,12603,3,47,282,272,20,#N/A,#N/A,#N/A,#N/A,#N/A,,,
48487,AL,F,364,170,277,0,8962,0,92,231,221,10,#N/A,#N/A,#N/A,#N/A,#N/A,,,
2490,SC,N,620,323,373,0,11492,2,69,358,348,"3,35516129",#N/A,#N/A,#N/A,#N/A,#N/A,,,
41312,FL,F,577,157,373,0,10497,8,45,324,224,"11,09090909",#N/A,#N/A,#N/A,#N/A,#N/A,,,
17094,NC,F,897,454,479,0,15887,1,60,473,444,13,#N/A,#N/A,#N/A,#N/A,#N/A,,,
56787,KY,N,651,321,359,0,15114,7,76,345,361,"9,666666667",#N/A,#N/A,#N/A,#N/A,#N/A,,,
164167,CA,F,2292,642,710,70,22186,13,52,670,680,"6,4",#N/A,#N/A,#N/A,#N/A,#N/A,,,
41785,FL,F,972,316,462,12,20831,19,10,367,388,"11,2",#N/A,#N/A,#N/A,#N/A,#N/A,,,
126959,TX,N,1035,273,471,10,14432,3,73,386,356,"11,42857143",#N/A,#N/A,#N/A,#N/A,#N/A,,,
29526,GA,F,431,258,319,0,9791,0,81,283,289,"7,25",#N/A,#N/A,#N/A,#N/A,#N/A,,,
142901,CA,F,4947,586,748,99,33685,19,38,608,682,10,#N/A,#N/A,#N/A,#N/A,#N/A,,,
105827,KS,F,351,213,356,0,9679,2,62,245,225,"12,89473684",#N/A,#N/A,#N/A,#N/A,#N/A,,,
159439,CA,N,439,203,228,0,5774,26,57,203,230,"5,636363636",#N/A,#N/A,#N/A,#N/A,#N/A,,,
11459,CA,N,1967,371,482,49,15962,6,53,418,438,"5,261851852",#N/A,#N/A,#N/A,#N/A,#N/A,,,
129268,CO,F,952,394,457,1,15275,1,47,407,436,"6,142857143",#N/A,#N/A,#N/A,#N/A,#N/A,,,
122256,TX,F,637,404,457,0,13216,35,37,407,446,"4,714285714",#N/A,#N/A,#N/A,#N/A,#N/A,,,
92355,IL,N,1413,414,539,6,30680,8,68,482,489,8,#N/A,#N/A,#N/A,#N/A,#N/A,,,
59811,IN,F,360,206,307,0,9936,1,76,266,252,"15,28571429",#N/A,#N/A,#N/A,#N/A,#N/A,,,
173497,HI,F,3676,683,722,91,23977,6,68,692,724,20,#N/A,#N/A,#N/A,#N/A,#N/A,,,
177017,OR,N,719,224,321,6,12226,3,42,269,280,"7,6",#N/A,#N/A,#N/A,#N/A,#N/A,,,
15350,NC,F,1071,357,575,18,23527,5,55,494,490,"17,5",#N/A,#N/A,#N/A,#N/A,#N/A,,,
4629,CO,N,1460,551,668,12,21916,3,36,565,641,"7,102941177",#N/A,#N/A,#N/A,#N/A,#N/A,,,
162598,CA,F,2766,362,439,84,17063,24,53,433,398,13,#N/A,#N/A,#N/A,#N/A,#N/A,,,
178949,WA,N,3442,658,793,77,28222,10,46,671,749,10,#N/A,#N/A,#N/A,#N/A,#N/A,,,
189880,MN,F,528,204,335,0,11183,2,69,271,243,"8,333333333",#N/A,#N/A,#N/A,#N/A,#N/A,,,
132031,NM,N,1345,609,678,3,29493,3,18,635,629,11,#N/A,#N/A,#N/A,#N/A,#N/A,,,
38111,FL,N,747,380,376,0,17585,29,25,385,398,"4,722222222",#N/A,#N/A,#N/A,#N/A,#N/A,,,
21375,NC,F,498,243,326,1,11462,0,86,284,285,20,#N/A,#N/A,#N/A,#N/A,#N/A,,,
31735,FL,F,881,355,496,5,17641,3,27,464,388,11,#N/A,#N/A,#N/A,#N/A,#N/A,,,
132456,CO,F,957,319,400,9,13186,3,49,360,365,5,#N/A,#N/A,#N/A,#N/A,#N/A,,,
121165,TX,N,920,160,633,8,20828,12,43,753,348,15,#N/A,#N/A,#N/A,#N/A,#N/A,,,
175226,OR,N,693,213,259,2,10095,0,61,248,232,"7,25",#N/A,#N/A,#N/A,#N/A,#N/A,,,
190534,CA,F,1922,284,332,44,9661,35,45,307,300,"5,545454545",#N/A,#N/A,#N/A,#N/A,#N/A,,,
33383,FL,F,1473,611,688,17,26812,10,28,647,649,"7,333333333",#N/A,#N/A,#N/A,#N/A,#N/A,,,
64261,IN,F,369,251,346,0,11275,1,88,305,295,"5,625",#N/A,#N/A,#N/A,#N/A,#N/A,,,
106854,CO,F,1070,505,518,0,16105,1,34,510,529,"7,583333333",#N/A,#N/A,#N/A,#N/A,#N/A,,,
115676,TX,N,340,191,237,0,7393,1,57,221,208,"14,22222222",#N/A,#N/A,#N/A,#N/A,#N/A,,,
60195,IN,F,684,272,357,1,14675,2,74,321,298,"13,5",#N/A,#N/A,#N/A,#N/A,#N/A,,,
6308,SC,N,454,244,320,0,10904,1,85,285,280,"10,77777778",#N/A,#N/A,#N/A,#N/A,#N/A,,,
93883,IL,N,574,289,363,0,11250,25,69,318,315,"3,555555556",#N/A,#N/A,#N/A,#N/A,#N/A,,,
38812,FL,F,3772,515,791,87,46740,17,16,661,647,"14,33333333",#N/A,#N/A,#N/A,#N/A,#N/A,,,
15219,NC,F,730,309,419,1,14673,1,75,374,365,25,#N/A,#N/A,#N/A,#N/A,#N/A,,,
76442,IA,N,588,332,405,0,11164,1,67,380,354,4,#N/A,#N/A,#N/A,#N/A,#N/A,,,
175659,OR,F,1465,514,720,25,27151,9,33,638,589,"7,818181818",#N/A,#N/A,#N/A,#N/A,#N/A,,,
21859,NC,F,824,285,356,3,13339,2,59,305,333,"9,909090909",#N/A,#N/A,#N/A,#N/A,#N/A,,,
32892,FL,N,852,443,497,1,16681,2,41,446,480,"10,19047619",#N/A,#N/A,#N/A,#N/A,#N/A,,,
65740,MI,F,777,444,511,0,16822,6,81,485,476,"9,3",#N/A,#N/A,#N/A,#N/A,#N/A,,,
117264,TX,F,532,237,396,0,11962,5,65,404,297,12,#N/A,#N/A,#N/A,#N/A,#N/A,,,
156344,CA,N,2917,625,709,93,23064,13,53,613,712,"10,09090909",#N/A,#N/A,#N/A,#N/A,#N/A,,,
152816,CA,F,1990,301,395,49,14403,12,53,326,389,15,#N/A,#N/A,#N/A,#N/A,#N/A,,,
133042,ID,N,427,231,341,0,10388,6,71,290,290,"27,5",#N/A,#N/A,#N/A,#N/A,#N/A,,,
9063,Arizona,N,844,293,390,0,19809,7,1,336,333,"9,866666667",#N/A,#N/A,#N/A,#N/A,#N/A,,,
127527,TX,N,822,228,385,2,11594,9,72,322,321,"10,75",#N/A,#N/A,#N/A,#N/A,#N/A,,,
24940,SC,F,761,396,464,2,15429,2,62,422,425,"6,466666667",#N/A,#N/A,#N/A,#N/A,#N/A,,,
40520,FL,F,965,356,495,7,19633,8,24,453,426,"9,538461539",#N/A,#N/A,#N/A,#N/A,#N/A,,,
101263,MO,F,150,162,239,0,8299,1,85,197,198,"6,333333333",#N/A,#N/A,#N/A,#N/A,#N/A,,,
130185,CO,F,607,239,279,0,10199,5,57,260,256,"3,6",#N/A,#N/A,#N/A,#N/A,#N/A,,,
84599,MN,F,760,469,544,0,17948,0,66,505,492,"7,8",#N/A,#N/A,#N/A,#N/A,#N/A,,,
95208,IL,F,445,234,306,0,10475,1,84,253,270,"8,9",#N/A,#N/A,#N/A,#N/A,#N/A,,,
129822,CO,F,1331,503,635,13,22045,7,26,579,561,"12,2",#N/A,#N/A,#N/A,#N/A,#N/A,,,
97026,IL,F,598,371,487,0,16242,2,73,453,419,"11,5",#N/A,#N/A,#N/A,#N/A,#N/A,,,
165378,CA,F,3997,896,945,97,41664,16,49,915,919,"10,625",#N/A,#N/A,#N/A,#N/A,#N/A,,,
160196,CA,F,3461,404,514,90,17618,3,67,423,479,"6,153846154",#N/A,#N/A,#N/A,#N/A,#N/A,,,
57052,KY,N,683,267,362,2,11879,1,84,309,325,"16,57142857",#N/A,#N/A,#N/A,#N/A,#N/A,,,
144577,CA,N,5739,634,810,97,45680,8,45,670,792,"9,285714286",#N/A,#N/A,#N/A,#N/A,#N/A,,,
103591,MO,N,150,202,258,0,8084,1,90,251,223,"6,1",#N/A,#N/A,#N/A,#N/A,#N/A,,,
111708,AR,F,502,247,336,0,11053,2,75,298,292,9,#N/A,#N/A,#N/A,#N/A,#N/A,,,
89030,IL,F,539,268,384,0,10905,15,45,303,377,"5,625",#N/A,#N/A,#N/A,#N/A,#N/A,,,
169678,CA,F,1856,504,536,33,17132,6,63,523,516,13,#N/A,#N/A,#N/A,#N/A,#N/A,,,
95831,IL,N,301,238,347,0,12366,0,80,354,267,"10,5",#N/A,#N/A,#N/A,#N/A,#N/A,,,
48047,AL,F,1075,511,590,6,20216,4,41,556,552,"5,8",#N/A,#N/A,#N/A,#N/A,#N/A,,,
156378,CA,F,5000,738,959,99,50907,9,48,963,797,11,#N/A,#N/A,#N/A,#N/A,#N/A,,,
58130,KY,F,283,149,227,0,7466,0,73,168,207,"5,111111111",#N/A,#N/A,#N/A,#N/A,#N/A,,,
111459,AR,F,1054,584,726,11,26074,2,63,644,652,"13,53846154",#N/A,#N/A,#N/A,#N/A,#N/A,,,
77574,WI,F,1260,252,404,24,17617,6,79,357,309,"4,857142857",#N/A,#N/A,#N/A,#N/A,#N/A,,,
157536,CA,F,3009,411,546,85,20728,12,39,455,493,"12,5",#N/A,#N/A,#N/A,#N/A,#N/A,,,
86270,SD,N,462,224,253,0,8866,1,55,264,248,8,#N/A,#N/A,#N/A,#N/A,#N/A,,,
71882,MI,F,574,299,420,0,17296,3,72,363,360,"6,166666667",#N/A,#N/A,#N/A,#N/A,#N/A,,,
53213,TN,F,402,194,267,0,8742,0,84,229,234,12,#N/A,#N/A,#N/A,#N/A,#N/A,,,
121292,TX,F,557,211,205,0,5550,30,60,188,221,13,#N/A,#N/A,#N/A,#N/A,#N/A,,,
101614,MO,F,320,148,233,0,9379,0,78,183,202,"13,33333333",#N/A,#N/A,#N/A,#N/A,#N/A,,,
161479,OR,F,758,407,457,0,17576,4,53,409,455,"7,454545455",#N/A,#N/A,#N/A,#N/A,#N/A,,,
74183,MI,F,836,332,425,15,13813,3,74,354,380,"4,476190476",#N/A,#N/A,#N/A,#N/A,#N/A,,,
53611,TN,F,468,245,315,0,11358,0,66,308,294,8,#N/A,#N/A,#N/A,#N/A,#N/A,,,
143610,CA,F,5000,569,932,99,52576,21,34,936,712,15,#N/A,#N/A,#N/A,#N/A,#N/A,,,
